altitud,dir,fecha,horaHrMax,horaHrMin,horaracha,horatmax,horatmin,hrMax,hrMedia,hrMin,indicativo,nombre,prec,provincia,racha,tmax,tmed,tmin,velmedia
32.0,9.0,2024-08-05,Varias,14:40,00:40,14:45,21:53,99.0,79.0,54.0,6001.0,TARIFA,0.0,CADIZ,11.9,29.8,25.6,21.5,4.4
32.0,29.0,2024-08-06,Varias,12:00,08:20,15:24,23:59,99.0,84.0,75.0,6001.0,TARIFA,0.0,CADIZ,9.4,24.9,22.6,20.4,4.4
32.0,27.0,2024-08-07,Varias,16:30,11:30,16:31,05:55,100.0,88.0,78.0,6001.0,TARIFA,0.0,CADIZ,7.5,25.9,22.5,19.1,2.5
32.0,26.0,2024-08-08,01:50,13:00,12:20,14:41,00:01,99.0,82.0,74.0,6001.0,TARIFA,0.0,CADIZ,7.5,25.6,22.6,19.6,3.1
32.0,9.0,2024-08-09,00:40,13:20,22:30,12:38,05:40,97.0,81.0,65.0,6001.0,TARIFA,0.0,CADIZ,16.7,29.3,25.0,20.7,5.8
32.0,8.0,2024-08-10,Varias,12:50,14:30,12:20,01:09,92.0,76.0,64.0,6001.0,TARIFA,0.0,CADIZ,17.8,29.8,27.0,24.2,10.3
32.0,7.0,2024-08-11,Varias,12:40,07:00,13:17,22:47,92.0,78.0,71.0,6001.0,TARIFA,0.0,CADIZ,16.1,29.5,25.9,22.3,9.2
32.0,28.0,2024-08-12,Varias,Varias,17:00,15:05,05:58,91.0,81.0,74.0,6001.0,TARIFA,0.0,CADIZ,8.9,25.4,22.9,20.4,3.3
32.0,27.0,2024-08-13,03:10,15:50,12:50,15:07,00:15,93.0,84.0,68.0,6001.0,TARIFA,0.0,CADIZ,11.4,25.1,23.0,21.0,5.6
32.0,23.0,2024-08-14,Varias,12:50,Varias,14:16,05:27,93.0,81.0,71.0,6001.0,TARIFA,0.0,CADIZ,11.1,25.0,23.0,20.9,6.1
32.0,8.0,2024-08-15,02:50,20:40,10:30,12:19,02:26,99.0,81.0,55.0,6001.0,TARIFA,0.0,CADIZ,16.9,27.7,23.4,19.0,10.3
32.0,8.0,2024-08-16,Varias,11:50,12:30,11:48,Varias,89.0,79.0,68.0,6001.0,TARIFA,0.0,CADIZ,18.1,28.1,26.0,24.0,10.3
32.0,9.0,2024-08-17,Varias,22:20,07:20,12:48,02:20,87.0,75.0,48.0,6001.0,TARIFA,0.0,CADIZ,18.9,28.0,26.0,23.9,9.4
32.0,8.0,2024-08-18,05:30,12:50,00:20,13:15,05:53,91.0,55.0,24.0,6001.0,TARIFA,0.0,CADIZ,11.7,35.8,28.3,20.8,4.4
32.0,28.0,2024-08-19,23:59,10:20,15:30,13:32,23:51,96.0,87.0,72.0,6001.0,TARIFA,0.0,CADIZ,8.3,26.2,24.0,21.8,4.2
32.0,27.0,2024-08-20,01:20,14:50,09:30,15:07,06:32,97.0,83.0,73.0,6001.0,TARIFA,0.0,CADIZ,9.2,26.1,23.5,20.9,3.1
32.0,8.0,2024-08-21,Varias,11:30,12:40,14:22,06:01,97.0,83.0,64.0,6001.0,TARIFA,0.0,CADIZ,13.9,29.4,25.0,20.5,7.5
32.0,27.0,2024-08-22,Varias,14:40,12:00,13:09,06:45,96.0,84.0,74.0,6001.0,TARIFA,0.0,CADIZ,9.4,25.3,23.2,21.2,4.7
32.0,8.0,2024-08-23,02:50,23:59,23:59,Varias,04:57,91.0,82.0,57.0,6001.0,TARIFA,0.0,CADIZ,12.2,25.4,22.6,19.8,3.3
32.0,10.0,2024-08-24,07:10,00:00,02:20,13:27,03:57,97.0,83.0,57.0,6001.0,TARIFA,0.0,CADIZ,14.2,29.3,25.3,21.3,5.0
32.0,9.0,2024-08-25,05:40,13:20,13:40,13:15,05:50,95.0,84.0,72.0,6001.0,TARIFA,0.0,CADIZ,12.5,28.0,24.7,21.4,5.0
32.0,7.0,2024-08-26,23:40,14:00,14:10,14:05,Varias,95.0,83.0,74.0,6001.0,TARIFA,0.0,CADIZ,14.2,29.3,27.0,24.8,8.1
32.0,9.0,2024-08-27,Varias,13:50,11:00,14:07,Varias,96.0,85.0,73.0,6001.0,TARIFA,0.0,CADIZ,14.7,28.9,26.6,24.2,8.6
32.0,99.0,2024-08-28,08:50,13:10,00:50,13:13,09:16,98.0,84.0,73.0,6001.0,TARIFA,0.2,CADIZ,7.8,27.0,24.4,21.9,2.5
32.0,8.0,2024-08-29,04:40,12:20,22:50,14:37,04:55,98.0,82.0,70.0,6001.0,TARIFA,0.2,CADIZ,16.9,29.2,25.0,20.7,5.3
32.0,8.0,2024-08-30,03:00,12:30,13:50,12:07,02:59,90.0,80.0,68.0,6001.0,TARIFA,0.0,CADIZ,15.8,29.4,27.2,25.0,6.9
32.0,10.0,2024-08-31,Varias,16:00,03:30,14:53,23:34,95.0,81.0,71.0,6001.0,TARIFA,0.0,CADIZ,12.8,28.8,26.2,23.5,5.6
32.0,27.0,2024-09-01,Varias,13:40,15:30,13:36,Varias,99.0,89.0,79.0,6001.0,TARIFA,0.0,CADIZ,9.7,25.5,23.4,21.3,4.2
32.0,28.0,2024-09-02,00:30,14:40,16:40,14:36,23:36,96.0,86.0,74.0,6001.0,TARIFA,0.0,CADIZ,9.7,25.6,23.0,20.3,4.2
32.0,29.0,2024-09-03,Varias,12:20,14:00,12:14,Varias,93.0,82.0,73.0,6001.0,TARIFA,0.0,CADIZ,10.0,24.2,21.8,19.5,4.4
32.0,28.0,2024-09-04,21:50,10:30,12:50,14:06,Varias,94.0,83.0,73.0,6001.0,TARIFA,0.0,CADIZ,10.8,23.5,21.2,18.8,4.4
32.0,10.0,2024-09-05,05:10,16:20,12:40,14:40,04:51,96.0,79.0,49.0,6001.0,TARIFA,0.0,CADIZ,13.9,27.5,22.6,17.8,4.7
32.0,28.0,2024-09-06,04:50,23:00,17:20,10:48,04:15,97.0,85.0,60.0,6001.0,TARIFA,0.0,CADIZ,8.1,24.3,20.4,16.6,3.9
32.0,26.0,2024-09-07,19:00,13:30,14:00,11:59,19:17,94.0,78.0,61.0,6001.0,TARIFA,9.4,CADIZ,12.2,24.4,20.3,16.2,3.6
32.0,27.0,2024-09-08,00:50,12:50,14:20,10:28,22:25,91.0,82.0,72.0,6001.0,TARIFA,0.0,CADIZ,11.1,22.9,20.9,18.9,3.9
32.0,26.0,2024-09-09,03:20,09:50,10:10,12:30,23:59,94.0,83.0,77.0,6001.0,TARIFA,0.0,CADIZ,10.0,23.3,20.8,18.2,4.2
32.0,25.0,2024-09-10,Varias,20:30,10:20,13:00,00:05,91.0,80.0,67.0,6001.0,TARIFA,0.0,CADIZ,11.1,24.2,21.1,18.0,4.2
32.0,26.0,2024-09-11,23:59,13:50,13:00,14:04,00:26,91.0,80.0,69.0,6001.0,TARIFA,0.0,CADIZ,11.1,23.5,21.2,18.8,6.7
