fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2023-11-18,5000C,CEUTA,CEUTA,87,17.8,0.0,15.8,05:10,19.7,12:30,09,3.3,8.3,17:50,0.9,1016.4,10,1013.8,03,87.0,97.0,01:20,76.0,12:20
2023-11-19,5000C,CEUTA,CEUTA,87,17.6,0.0,15.9,23:50,19.4,13:30,13,2.2,6.1,00:10,0.5,1014.2,00,1010.3,17,85.0,91.0,23:50,73.0,14:40
2023-11-20,5000C,CEUTA,CEUTA,87,18.4,0.0,14.9,07:20,21.8,13:30,31,2.5,11.4,15:00,7.8,1012.2,09,1009.0,15,81.0,96.0,07:00,66.0,13:20
2023-11-21,5000C,CEUTA,CEUTA,87,18.4,0.0,15.4,23:30,21.4,12:10,30,4.2,16.1,12:40,5.8,1010.9,10,1007.5,13,74.0,81.0,,64.0,12:10
2023-11-22,5000C,CEUTA,CEUTA,87,16.7,0.0,12.5,07:10,20.9,14:00,32,1.4,5.8,19:20,8.0,1010.0,23,1007.1,15,56.0,80.0,04:30,42.0,13:10
2023-11-23,5000C,CEUTA,CEUTA,87,16.4,0.0,13.5,02:10,19.2,11:20,10,3.9,11.9,10:30,6.6,1013.2,11,1008.7,01,65.0,85.0,,53.0,11:10
2023-11-24,5000C,CEUTA,CEUTA,87,17.1,0.0,13.5,07:20,20.7,13:40,27,1.7,6.9,13:20,8.0,1011.0,00,1005.9,24,58.0,88.0,03:10,39.0,
2023-11-25,5000C,CEUTA,CEUTA,87,17.0,0.0,14.7,23:50,19.4,11:40,25,3.3,15.0,09:00,8.0,1006.0,,1003.8,15,62.0,74.0,23:50,46.0,02:00
2023-11-26,5000C,CEUTA,CEUTA,87,16.0,0.0,12.8,07:00,19.1,11:30,32,2.5,8.9,16:50,7.8,1009.5,21,1005.7,02,76.0,90.0,07:20,57.0,10:40
2023-11-27,5000C,CEUTA,CEUTA,87,17.4,0.0,15.4,01:00,19.4,12:10,26,2.8,10.0,09:50,6.8,1010.2,11,1007.8,16,71.0,79.0,00:00,59.0,12:10
2023-11-28,5000C,CEUTA,CEUTA,87,18.6,0.0,16.5,00:40,20.8,12:50,25,2.8,9.7,19:10,6.0,1008.1,00,1004.2,15,70.0,78.0,,59.0,12:50
2023-11-29,5000C,CEUTA,CEUTA,87,20.2,0.0,17.0,07:40,23.4,13:40,20,2.5,9.2,09:40,8.3,1005.1,00,1001.0,15,61.0,80.0,02:10,54.0,
2023-11-30,5000C,CEUTA,CEUTA,87,21.0,0.0,18.3,,23.8,12:20,20,1.9,10.6,21:50,4.3,1001.6,00,996.9,24,60.0,74.0,05:20,45.0,12:20
2023-12-01,5000C,CEUTA,CEUTA,87,17.3,0.4,13.2,12:30,21.4,06:10,28,4.2,13.9,08:00,3.6,1005.1,24,993.5,06,60.0,85.0,11:50,31.0,05:20
2023-12-02,5000C,CEUTA,CEUTA,87,14.5,0.0,11.9,06:40,17.1,13:10,30,2.5,8.6,04:40,7.5,1012.3,22,1005.1,00,63.0,80.0,23:30,42.0,10:30
2023-12-03,5000C,CEUTA,CEUTA,87,13.8,0.0,11.2,07:20,16.4,14:30,99,1.4,5.3,,7.8,1013.3,11,1010.2,23,72.0,81.0,07:30,51.0,14:10
2023-12-04,5000C,CEUTA,CEUTA,87,15.4,0.0,11.8,06:30,18.9,12:40,23,1.9,13.3,19:50,2.2,1011.2,11,1007.9,17,68.0,89.0,,48.0,14:30
2023-12-05,5000C,CEUTA,CEUTA,87,15.8,12.4,14.6,04:00,17.0,,11,2.5,8.3,22:00,0.0,1008.5,00,1002.6,,76.0,94.0,21:10,63.0,04:10
2023-12-06,5000C,CEUTA,CEUTA,87,15.2,37.8,14.0,03:20,16.3,00:30,06,3.1,10.6,03:10,0.0,1010.9,24,1002.4,00,100.0,100.0,,93.0,00:00
2023-12-07,5000C,CEUTA,CEUTA,87,16.7,0.2,15.1,03:30,18.3,15:30,27,1.4,6.7,17:10,3.1,1014.0,21,1010.1,14,91.0,100.0,,77.0,23:50
2023-12-08,5000C,CEUTA,CEUTA,87,18.0,2.0,16.0,23:30,19.9,11:40,24,3.3,15.6,07:40,6.3,1016.8,,1011.3,01,70.0,90.0,07:40,49.0,12:00
2023-12-09,5000C,CEUTA,CEUTA,87,19.0,0.0,15.9,00:30,22.2,13:10,32,2.8,10.8,10:10,7.4,1017.6,10,1015.1,04,56.0,78.0,04:20,43.0,13:00
2023-12-10,5000C,CEUTA,CEUTA,87,17.6,0.0,14.8,06:40,20.3,11:30,14,1.7,3.9,10:50,7.7,1016.0,,1013.4,05,84.0,95.0,21:00,66.0,10:30
2023-12-11,5000C,CEUTA,CEUTA,87,18.9,0.0,15.1,04:20,22.7,13:50,04,1.1,3.3,11:20,7.8,1013.5,00,1010.5,15,77.0,94.0,07:20,33.0,22:40
2023-12-12,5000C,CEUTA,CEUTA,87,20.6,0.0,17.4,23:40,23.7,13:10,23,1.4,12.2,10:40,7.2,1011.9,11,1009.1,15,54.0,82.0,,36.0,00:00
2023-12-13,5000C,CEUTA,CEUTA,87,16.1,4.6,13.5,22:50,18.7,08:40,30,3.9,12.5,12:40,2.0,1013.2,24,1008.7,05,74.0,91.0,09:30,57.0,21:10
2023-12-14,5000C,CEUTA,CEUTA,87,14.3,0.0,10.6,07:10,18.0,14:10,32,1.7,8.1,00:50,7.8,1018.2,24,1013.1,00,58.0,76.0,23:59,45.0,13:30
2023-12-15,5000C,CEUTA,CEUTA,87,14.5,0.0,11.5,00:50,17.5,14:00,08,5.6,13.6,15:00,6.6,1022.6,,1017.9,04,72.0,89.0,01:40,65.0,10:10
2023-12-16,5000C,CEUTA,CEUTA,87,16.4,0.0,15.1,06:30,17.8,11:40,08,6.1,13.3,00:10,7.7,1023.7,23,1021.4,04,64.0,77.0,07:30,48.0,13:40
2023-12-17,5000C,CEUTA,CEUTA,87,16.0,0.0,14.4,23:20,17.5,12:00,10,5.8,12.2,08:20,4.1,1024.7,10,1022.9,,71.0,80.0,14:30,60.0,11:30
2023-12-18,5000C,CEUTA,CEUTA,87,15.4,0.0,13.9,04:40,16.9,12:20,09,4.2,9.7,09:40,4.1,1024.5,10,1021.7,24,71.0,77.0,20:30,55.0,02:10
2023-12-19,5000C,CEUTA,CEUTA,87,15.0,0.0,12.5,19:30,17.4,12:40,08,1.9,7.8,00:50,4.5,1022.6,10,1018.5,24,71.0,79.0,09:20,46.0,23:59
2023-12-20,5000C,CEUTA,CEUTA,87,14.8,0.0,12.7,23:59,17.0,13:00,30,3.9,17.8,09:30,5.1,1018.5,00,1014.0,16,72.0,86.0,14:40,39.0,01:30
2023-12-21,5000C,CEUTA,CEUTA,87,13.9,0.0,11.2,06:40,16.6,10:00,26,1.4,5.6,00:50,7.7,1017.6,10,1014.8,05,64.0,85.0,23:59,49.0,13:20
2023-12-22,5000C,CEUTA,CEUTA,87,14.6,0.0,11.3,07:20,18.0,15:50,26,1.1,5.8,23:20,7.7,1016.5,10,1013.2,16,83.0,96.0,07:40,68.0,16:00
2023-12-23,5000C,CEUTA,CEUTA,87,15.8,0.0,13.1,04:20,18.4,12:10,99,1.7,5.0,,6.8,1015.7,,1013.7,05,77.0,89.0,23:50,63.0,12:30
2023-12-24,5000C,CEUTA,CEUTA,87,14.6,0.0,11.4,07:20,17.7,14:30,06,1.4,3.1,12:40,7.6,1016.2,10,1013.4,15,88.0,97.0,,74.0,14:20
2023-12-25,5000C,CEUTA,CEUTA,87,15.5,0.0,12.1,23:59,18.9,15:20,32,1.4,6.7,13:50,7.6,1014.5,10,1011.3,,77.0,92.0,07:00,58.0,15:30
2023-12-26,5000C,CEUTA,CEUTA,87,14.3,0.0,10.8,,17.8,13:40,33,1.1,4.4,14:10,7.8,1013.8,10,1010.8,05,70.0,92.0,23:50,59.0,10:10
2023-12-27,5000C,CEUTA,CEUTA,87,14.2,0.0,11.1,00:30,17.2,13:20,14,1.4,6.1,23:20,6.3,1015.5,22,1012.0,05,80.0,97.0,02:30,62.0,12:50
2023-12-28,5000C,CEUTA,CEUTA,87,14.7,0.0,12.6,04:20,16.8,13:10,11,1.9,5.6,17:00,1.5,1016.4,11,1013.5,15,82.0,89.0,23:50,76.0,
2023-12-29,5000C,CEUTA,CEUTA,87,15.4,0.0,13.1,06:30,17.7,13:00,17,1.7,4.7,19:30,5.7,1014.5,00,1010.5,23,85.0,95.0,07:30,67.0,23:30
2023-12-30,5000C,CEUTA,CEUTA,87,16.6,0.0,13.8,00:00,19.5,13:30,25,1.9,9.4,12:40,4.9,1011.8,10,1009.3,15,76.0,89.0,23:50,58.0,01:30
2023-12-31,5000C,CEUTA,CEUTA,87,16.5,0.0,12.6,04:30,20.4,14:10,30,2.2,8.6,18:00,6.8,1011.8,10,1008.5,14,73.0,91.0,04:40,52.0,14:20
2025-01-01,5000C,CEUTA,CEUTA,87,13.7,0.0,11.3,06:00,16.1,13:10,13,3.9,8.6,09:00,7.3,1017.9,11,1015.9,14,71.0,92.0,05:10,60.0,
2025-01-02,5000C,CEUTA,CEUTA,87,14.4,0.0,12.1,05:50,16.6,12:50,99,3.1,6.4,,7.0,1019.0,11,1016.4,15,78.0,86.0,23:50,70.0,13:20
2025-01-03,5000C,CEUTA,CEUTA,87,15.2,0.0,11.4,07:50,18.9,14:40,36,2.2,4.7,12:30,7.7,1017.6,10,1015.0,14,83.0,95.0,08:10,46.0,15:10
2025-01-04,5000C,CEUTA,CEUTA,87,16.0,0.0,12.4,00:00,19.7,13:00,28,2.2,8.1,05:30,6.8,1015.7,00,1011.3,24,66.0,81.0,,40.0,12:50
2025-01-05,5000C,CEUTA,CEUTA,87,15.6,4.6,12.0,07:40,19.3,14:40,18,1.9,11.4,23:59,5.2,1011.3,00,1004.1,24,62.0,86.0,07:10,31.0,16:50
2025-01-06,5000C,CEUTA,CEUTA,87,14.7,8.8,12.6,20:20,16.8,14:20,29,3.6,15.3,15:30,2.9,1011.4,24,999.9,05,76.0,94.0,09:40,64.0,14:40
2025-01-07,5000C,CEUTA,CEUTA,87,14.2,0.0,10.2,06:00,18.1,13:20,30,1.7,7.5,16:20,7.7,1015.2,11,1011.3,00,72.0,88.0,23:30,53.0,14:30
2025-01-08,5000C,CEUTA,CEUTA,87,15.3,0.0,10.8,01:50,19.8,12:30,24,1.9,9.7,19:00,8.1,1014.3,10,1011.5,14,68.0,90.0,01:40,48.0,12:20
2025-01-09,5000C,CEUTA,CEUTA,87,18.2,0.0,15.6,23:59,20.8,11:30,25,2.2,9.7,14:20,5.8,1016.7,21,1012.4,04,72.0,90.0,23:59,60.0,11:50
2025-01-10,5000C,CEUTA,CEUTA,87,17.4,0.0,14.4,06:40,20.5,13:00,28,4.4,12.8,13:50,7.9,1017.7,23,1015.2,14,64.0,96.0,07:20,47.0,15:10
2025-01-11,5000C,CEUTA,CEUTA,87,18.2,0.0,15.9,19:00,20.4,11:10,34,5.3,15.0,04:20,6.2,1018.9,10,1015.8,,75.0,89.0,18:50,65.0,11:00
2025-01-12,5000C,CEUTA,CEUTA,87,18.0,0.0,14.6,,21.3,13:40,03,1.7,11.7,22:10,7.9,1016.2,00,1012.7,15,65.0,87.0,06:30,40.0,22:50
2025-01-13,5000C,CEUTA,CEUTA,87,15.4,0.0,13.6,23:50,17.2,11:30,09,4.2,9.7,23:20,7.9,1016.5,11,1014.2,,62.0,77.0,01:10,54.0,07:20
2025-01-14,5000C,CEUTA,CEUTA,87,13.0,1.0,11.2,09:30,14.7,11:50,99,5.8,12.2,,5.1,1018.3,23,1014.6,04,62.0,90.0,09:30,56.0,22:00
2025-01-15,5000C,CEUTA,CEUTA,87,12.9,0.0,9.8,23:50,16.0,12:50,11,3.3,8.9,01:30,7.1,1018.3,11,1014.2,24,59.0,84.0,23:40,50.0,07:30
2025-01-16,5000C,CEUTA,CEUTA,87,12.8,0.0,9.0,03:30,16.6,14:00,28,2.8,13.3,13:20,8.0,1014.2,00,1009.0,14,50.0,84.0,00:00,27.0,04:20
2025-01-17,5000C,CEUTA,CEUTA,87,13.6,0.0,12.3,21:30,14.8,13:50,10,4.4,11.1,07:40,3.0,1015.7,21,1010.7,04,71.0,83.0,03:40,63.0,13:50
2025-01-18,5000C,CEUTA,CEUTA,87,13.2,0.0,10.9,23:50,15.5,11:10,14,2.5,7.5,12:40,7.2,1015.8,10,1013.3,24,74.0,90.0,23:40,66.0,
2025-01-19,5000C,CEUTA,CEUTA,87,12.8,0.0,10.3,05:30,15.3,11:00,06,1.7,3.6,13:10,6.6,1013.3,00,1009.6,15,86.0,98.0,05:30,69.0,12:10
2025-01-20,5000C,CEUTA,CEUTA,87,12.9,1.6,10.8,03:00,15.0,13:30,23,1.4,2.8,00:50,0.0,1011.0,00,1007.0,24,82.0,97.0,23:30,69.0,04:30
2025-01-21,5000C,CEUTA,CEUTA,87,14.4,0.0,11.8,03:20,17.0,12:10,22,2.2,4.7,18:40,5.6,1007.4,11,1004.2,24,91.0,99.0,,80.0,11:50
2025-01-22,5000C,CEUTA,CEUTA,87,18.2,0.0,13.0,00:00,23.3,15:20,20,2.8,10.8,13:10,7.7,1004.2,,1001.0,15,54.0,99.0,08:00,28.0,15:00
2025-01-23,5000C,CEUTA,CEUTA,87,17.9,0.0,14.1,23:59,21.7,11:30,21,1.9,6.9,08:20,7.6,1011.7,24,1003.8,00,67.0,88.0,19:00,47.0,11:20
2025-01-24,5000C,CEUTA,CEUTA,87,16.0,0.0,12.1,07:50,19.9,13:00,99,0.8,3.3,,8.1,1012.8,11,1009.7,23,73.0,95.0,06:10,56.0,13:00
2025-01-25,5000C,CEUTA,CEUTA,87,17.0,0.0,13.3,00:00,20.7,12:20,25,1.7,10.8,12:30,4.4,1013.4,24,1009.3,04,74.0,91.0,03:10,56.0,12:10
2025-01-26,5000C,CEUTA,CEUTA,87,16.6,0.0,13.7,05:50,19.5,16:20,26,2.5,9.4,22:50,6.6,1013.8,,1011.0,15,78.0,85.0,05:30,67.0,16:30
2025-01-27,5000C,CEUTA,CEUTA,87,18.6,7.4,15.7,19:40,21.6,12:00,26,5.0,18.9,14:40,6.2,1013.9,24,1008.3,16,81.0,92.0,18:00,67.0,12:00
2025-01-28,5000C,CEUTA,CEUTA,87,15.2,3.2,13.1,22:00,17.2,09:50,23,3.9,15.0,09:20,6.1,1020.8,21,1013.7,00,73.0,85.0,11:10,54.0,15:30
2025-01-29,5000C,CEUTA,CEUTA,87,14.2,17.6,11.8,23:50,16.6,12:50,28,3.3,18.3,23:50,1.7,1019.8,00,1007.5,19,69.0,91.0,20:20,61.0,10:20
2025-01-30,5000C,CEUTA,CEUTA,87,13.4,0.0,10.4,01:10,16.3,13:50,31,4.4,17.5,00:20,7.5,1015.8,22,1007.8,02,65.0,90.0,02:50,54.0,13:20
2025-01-31,5000C,CEUTA,CEUTA,87,13.4,0.0,9.7,03:40,17.1,12:50,29,2.2,8.9,06:00,8.3,1018.5,23,1014.4,07,55.0,81.0,23:50,34.0,14:20
2025-02-01,5000C,CEUTA,CEUTA,87,12.8,0.0,9.2,04:40,16.4,12:30,30,2.5,13.9,14:20,8.9,1018.4,00,1011.4,,60.0,83.0,01:50,50.0,13:10
2025-02-02,5000C,CEUTA,CEUTA,87,15.0,4.6,11.8,07:00,18.1,12:40,25,2.2,11.4,14:40,8.3,1011.5,21,1009.4,,76.0,86.0,06:50,64.0,
2025-02-03,5000C,CEUTA,CEUTA,87,12.8,26.2,9.8,15:20,15.8,12:10,34,1.7,11.7,12:20,1.5,1013.7,24,1007.2,07,94.0,98.0,03:30,65.0,12:10
2025-02-04,5000C,CEUTA,CEUTA,87,13.6,7.6,11.2,09:10,16.0,14:30,05,1.9,10.0,02:00,1.2,1020.3,24,1013.6,01,84.0,97.0,08:30,76.0,14:20
2025-02-05,5000C,CEUTA,CEUTA,87,14.8,0.0,13.1,01:10,16.4,13:00,12,4.2,9.2,12:30,5.7,1021.8,11,1019.4,16,77.0,88.0,03:00,65.0,12:30
2025-02-06,5000C,CEUTA,CEUTA,87,14.5,0.0,12.9,,16.1,12:50,09,3.9,8.3,01:20,6.0,1020.0,00,1015.6,24,73.0,79.0,,67.0,12:50
2025-02-07,5000C,CEUTA,CEUTA,87,14.0,1.8,10.2,07:10,17.9,14:50,16,1.9,7.2,20:50,8.6,1015.6,00,1010.6,15,81.0,97.0,07:40,54.0,14:10
2025-02-08,5000C,CEUTA,CEUTA,87,15.3,5.4,13.4,23:59,17.2,13:20,99,2.5,11.1,,3.2,1015.2,22,1011.2,03,85.0,95.0,08:30,69.0,16:30
2025-02-09,5000C,CEUTA,CEUTA,87,13.4,0.0,10.3,06:50,16.4,12:00,31,1.7,5.8,00:10,8.7,1015.9,,1013.2,24,81.0,92.0,23:59,69.0,10:20
2025-02-10,5000C,CEUTA,CEUTA,87,15.2,0.0,13.3,00:10,17.0,12:30,12,2.8,6.4,09:40,5.8,1013.3,00,1009.7,16,84.0,92.0,00:00,77.0,14:20
2025-02-11,5000C,CEUTA,CEUTA,87,15.6,5.0,13.8,19:50,17.4,12:50,08,3.1,6.9,04:10,5.7,1009.9,00,1007.5,15,79.0,97.0,23:20,70.0,13:10
2025-02-12,5000C,CEUTA,CEUTA,87,15.4,0.0,13.4,19:40,17.3,13:10,30,2.8,9.7,12:20,6.6,1012.0,22,1008.6,04,74.0,96.0,00:00,53.0,14:40
2025-02-13,5000C,CEUTA,CEUTA,87,16.0,0.0,12.1,06:00,20.0,13:50,34,1.7,8.9,05:00,9.3,1012.0,11,1009.5,16,63.0,87.0,23:40,45.0,13:20
2025-02-14,5000C,CEUTA,CEUTA,87,14.6,0.0,11.5,03:00,17.7,12:00,08,1.9,5.0,,9.1,1010.5,00,1006.8,23,84.0,98.0,07:00,71.0,
2025-02-15,5000C,CEUTA,CEUTA,87,14.1,0.0,12.0,03:50,16.2,14:00,17,2.2,6.4,12:00,3.1,1006.9,00,1001.6,23,90.0,99.0,04:20,82.0,
2025-02-16,5000C,CEUTA,CEUTA,87,15.8,0.0,12.1,05:00,19.5,12:50,28,2.2,8.1,17:00,6.6,1007.3,23,1001.5,03,70.0,97.0,05:40,52.0,11:40
2025-02-17,5000C,CEUTA,CEUTA,87,16.6,0.0,12.4,06:50,20.9,12:50,30,1.7,6.7,00:40,9.4,1006.8,00,1003.4,17,70.0,82.0,18:20,52.0,12:50
2025-02-18,5000C,CEUTA,CEUTA,87,14.8,1.0,12.6,00:30,16.9,14:30,16,1.4,3.9,12:20,3.3,1005.5,24,1001.3,05,93.0,99.0,23:20,74.0,00:00
2025-02-19,5000C,CEUTA,CEUTA,87,15.3,0.0,11.7,03:30,18.9,14:30,16,1.9,4.7,12:20,7.3,1014.2,23,1005.2,01,85.0,99.0,08:30,65.0,15:00
2025-02-20,5000C,CEUTA,CEUTA,87,15.3,0.0,12.5,06:20,18.1,12:10,12,1.9,6.4,23:59,6.4,1017.3,11,1013.9,03,89.0,94.0,07:10,77.0,11:20
2025-02-21,5000C,CEUTA,CEUTA,87,15.8,0.8,14.0,22:40,17.5,13:10,10,3.1,7.5,07:30,0.9,1015.6,00,1011.2,17,85.0,93.0,,79.0,
2025-02-22,5000C,CEUTA,CEUTA,87,15.5,7.0,13.1,10:50,17.9,14:40,27,1.9,8.9,10:30,4.6,1016.5,22,1010.5,06,84.0,96.0,10:10,68.0,14:20
2025-02-23,5000C,CEUTA,CEUTA,87,16.0,0.0,12.4,23:59,19.5,11:50,30,1.7,10.3,02:40,9.8,1020.6,23,1015.6,02,70.0,92.0,,47.0,13:50
2025-02-24,5000C,CEUTA,CEUTA,87,15.1,0.0,12.3,01:00,17.9,12:50,16,2.2,6.1,09:50,8.6,1020.9,10,1017.7,17,84.0,95.0,05:00,74.0,
2025-02-25,5000C,CEUTA,CEUTA,87,15.6,0.0,12.1,01:00,19.1,13:00,,2.5,,,8.7,1018.3,00,1015.7,,65.0,91.0,20:00,51.0,
2025-02-26,5000C,CEUTA,CEUTA,87,16.2,0.0,12.3,06:30,20.0,11:20,99,1.7,7.2,,10.0,1016.5,00,1012.5,24,75.0,96.0,20:40,46.0,12:40
2025-02-27,5000C,CEUTA,CEUTA,87,15.5,0.0,11.7,06:40,19.3,11:50,30,2.2,9.7,14:10,6.6,1012.5,00,1006.1,24,78.0,94.0,02:40,54.0,11:20
2025-02-28,5000C,CEUTA,CEUTA,87,13.5,31.8,10.8,22:30,16.2,13:50,17,2.5,7.8,09:20,0.0,1006.1,00,1001.1,15,89.0,99.0,23:30,73.0,01:10
2025-03-01,5000C,CEUTA,CEUTA,87,14.2,6.0,10.3,04:00,18.2,14:40,29,1.7,10.0,17:00,3.9,1003.9,23,1000.7,04,80.0,99.0,,60.0,14:00
2025-03-02,5000C,CEUTA,CEUTA,87,14.8,7.8,13.0,03:30,16.6,12:40,10,3.3,9.7,07:50,3.4,1004.2,22,1002.1,,85.0,96.0,04:50,75.0,
2025-03-03,5000C,CEUTA,CEUTA,87,15.5,1.2,14.5,05:30,16.5,13:40,11,3.9,10.8,04:10,0.3,1003.7,,1001.4,16,94.0,97.0,,87.0,10:50
2025-03-04,5000C,CEUTA,CEUTA,87,15.8,1.0,14.8,,16.8,14:30,99,3.6,10.0,,0.3,1002.5,11,1000.0,04,93.0,97.0,,86.0,14:30
2025-03-05,5000C,CEUTA,CEUTA,87,15.6,9.8,13.1,19:50,18.0,14:00,12,2.8,13.6,00:30,0.5,1002.0,00,999.5,14,95.0,99.0,11:50,87.0,00:20
2025-03-06,5000C,CEUTA,CEUTA,87,15.4,2.6,12.8,01:50,17.9,12:00,28,2.2,10.3,18:00,1.0,1004.7,22,1000.0,05,89.0,100.0,,77.0,22:30
2025-03-07,5000C,CEUTA,CEUTA,87,15.2,7.2,12.7,06:30,17.6,12:20,16,1.7,5.6,12:00,3.8,1004.2,00,998.2,24,84.0,97.0,23:59,75.0,15:20
2025-03-08,5000C,CEUTA,CEUTA,87,13.7,22.2,11.1,19:30,16.3,14:10,30,2.8,11.7,17:40,2.6,998.2,00,991.0,15,89.0,99.0,04:30,65.0,16:10
2025-03-09,5000C,CEUTA,CEUTA,87,13.4,21.6,9.8,03:40,16.9,14:40,21,3.1,11.4,23:59,4.1,994.9,09,991.4,21,81.0,95.0,02:30,58.0,14:30
2025-03-10,5000C,CEUTA,CEUTA,87,15.0,16.6,11.6,06:50,18.3,15:30,99,3.1,11.4,,4.6,997.4,21,991.5,,83.0,96.0,08:30,62.0,15:40
2025-03-11,5000C,CEUTA,CEUTA,87,16.2,7.8,13.9,03:50,18.5,14:10,25,5.0,18.9,17:30,7.6,998.8,24,995.3,15,76.0,91.0,,62.0,13:20
2025-03-12,5000C,CEUTA,CEUTA,87,15.6,21.2,13.2,05:50,17.9,11:00,26,2.8,15.0,00:10,2.8,1000.3,09,994.1,24,83.0,96.0,23:20,67.0,11:10
2025-03-13,5000C,CEUTA,CEUTA,87,14.9,18.4,11.7,23:10,18.1,10:20,24,3.9,17.2,15:00,7.2,994.1,00,988.4,,75.0,97.0,04:20,60.0,16:20
2025-03-14,5000C,CEUTA,CEUTA,87,13.0,15.0,10.3,04:10,15.7,11:00,24,2.8,11.1,03:50,3.9,999.4,24,987.5,03,83.0,96.0,08:00,74.0,17:20
2025-03-15,5000C,CEUTA,CEUTA,87,13.6,3.4,10.6,03:40,16.7,11:50,30,3.3,13.1,14:40,8.2,1009.3,21,999.2,01,65.0,93.0,03:50,51.0,12:30
2025-03-16,5000C,CEUTA,CEUTA,87,15.3,0.2,11.2,06:00,19.4,14:10,24,1.7,9.7,11:20,5.8,1009.7,10,1007.1,24,74.0,94.0,06:00,56.0,
2025-03-17,5000C,CEUTA,CEUTA,87,15.2,12.4,13.1,08:30,17.4,12:50,15,2.2,9.4,21:50,0.9,1007.1,00,999.6,24,88.0,99.0,09:30,73.0,00:10
2025-03-18,5000C,CEUTA,CEUTA,87,16.0,8.8,13.2,,18.8,14:50,23,3.6,15.8,07:20,6.7,1006.9,,998.6,01,84.0,94.0,09:10,67.0,11:10
2025-03-19,5000C,CEUTA,CEUTA,87,15.9,0.0,13.2,00:00,18.6,11:40,09,3.3,9.4,14:30,6.2,1007.0,00,1002.1,,88.0,95.0,02:50,76.0,12:00
2025-03-20,5000C,CEUTA,CEUTA,87,17.0,2.6,14.9,04:40,19.1,13:10,20,1.7,9.7,23:59,5.1,1005.0,09,1001.2,17,84.0,97.0,,72.0,16:50
2025-03-21,5000C,CEUTA,CEUTA,87,16.7,13.0,13.4,04:30,20.0,13:50,25,3.1,13.6,02:30,7.3,1008.0,10,1003.4,00,65.0,88.0,23:59,50.0,13:10
2025-03-22,5000C,CEUTA,CEUTA,87,14.0,24.6,11.0,05:10,16.9,12:50,30,4.2,16.4,04:50,6.5,1008.2,10,1004.4,03,76.0,95.0,05:10,57.0,12:00
2025-03-23,5000C,CEUTA,CEUTA,87,12.5,13.4,10.1,05:00,14.9,13:10,31,3.3,14.2,15:10,2.9,1007.1,22,1000.9,13,78.0,96.0,09:30,60.0,21:00
2025-03-24,5000C,CEUTA,CEUTA,87,13.2,0.0,9.8,06:30,16.7,14:30,24,3.1,10.6,12:10,9.5,1011.1,,1006.2,04,69.0,87.0,05:10,54.0,15:20
2025-03-25,5000C,CEUTA,CEUTA,87,15.6,1.2,11.8,00:10,19.4,14:30,30,3.1,10.6,12:50,9.2,1012.4,23,1009.0,,67.0,90.0,16:50,58.0,13:50
2025-03-26,5000C,CEUTA,CEUTA,87,17.7,0.0,13.6,04:40,21.8,11:20,28,2.5,9.2,17:30,10.7,1012.1,00,1008.8,24,58.0,73.0,04:10,38.0,11:50
2025-03-27,5000C,CEUTA,CEUTA,87,17.8,0.0,14.2,04:50,21.5,13:00,28,2.2,9.7,00:40,11.1,1008.8,00,1005.4,17,55.0,65.0,07:20,45.0,14:10
2025-03-28,5000C,CEUTA,CEUTA,87,17.8,0.0,12.4,06:10,23.1,16:10,28,1.9,7.2,02:30,11.3,1008.3,23,1004.9,03,55.0,69.0,06:30,39.0,14:10
2025-03-29,5000C,CEUTA,CEUTA,87,20.0,0.0,15.0,06:20,25.1,16:10,32,1.1,6.9,21:30,11.3,1008.9,10,1004.6,17,44.0,59.0,06:10,28.0,15:30
2025-03-30,5000C,CEUTA,CEUTA,87,17.2,0.0,15.3,23:50,19.2,11:20,10,4.7,11.9,16:40,9.4,1009.9,21,1004.9,03,72.0,92.0,05:10,39.0,00:00
2025-03-31,5000C,CEUTA,CEUTA,87,16.1,0.0,13.6,23:20,18.6,12:30,10,4.2,10.0,01:30,9.8,1009.2,00,1004.1,,73.0,86.0,22:50,65.0,
2025-04-01,5000C,CEUTA,CEUTA,87,17.8,0.0,13.9,00:00,21.6,13:30,24,1.9,10.3,13:00,8.0,1004.1,00,997.2,24,74.0,93.0,04:30,60.0,13:00
2025-04-02,5000C,CEUTA,CEUTA,87,17.9,1.2,14.6,01:00,21.2,09:50,22,1.1,8.1,09:50,6.3,998.8,24,994.2,05,74.0,90.0,23:59,56.0,09:40
2025-04-03,5000C,CEUTA,CEUTA,87,15.6,2.8,13.9,06:10,17.2,11:40,20,1.7,7.2,21:30,1.0,1001.6,22,996.8,19,91.0,97.0,21:30,78.0,02:20
2025-04-04,5000C,CEUTA,CEUTA,87,17.4,2.4,13.0,06:10,21.9,13:30,30,2.5,13.9,13:50,6.0,1006.2,24,998.8,04,78.0,95.0,,56.0,13:40
2025-04-05,5000C,CEUTA,CEUTA,87,17.4,0.0,14.0,,20.9,12:30,30,3.1,10.0,16:30,11.0,1007.6,10,1004.2,17,61.0,88.0,04:50,44.0,18:00
