fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2025-04-06,5000C,CEUTA,CEUTA,87,17.0,0.0,13.2,05:10,20.9,12:40,30,1.9,8.1,02:50,10.6,1006.8,11,1004.4,04,67.0,82.0,05:00,50.0,22:30
2025-04-07,5000C,CEUTA,CEUTA,87,18.5,0.0,14.1,01:50,22.9,12:40,01,2.2,6.1,09:30,11.4,1008.1,,1005.1,05,69.0,93.0,23:40,44.0,15:00
2025-04-08,5000C,CEUTA,CEUTA,87,18.1,0.0,15.7,,20.5,11:10,07,3.3,8.3,09:30,11.2,1009.0,10,1006.8,,84.0,98.0,03:10,69.0,11:10
2025-04-09,5000C,CEUTA,CEUTA,87,17.5,0.0,15.6,05:20,19.4,14:10,13,3.1,7.2,15:30,8.2,1007.8,00,1003.0,19,86.0,95.0,20:50,78.0,14:30
2025-04-10,5000C,CEUTA,CEUTA,87,16.9,1.6,15.8,21:00,18.0,09:10,08,5.3,11.7,21:00,1.3,1006.2,20,1003.0,02,91.0,96.0,,87.0,
2025-04-11,5000C,CEUTA,CEUTA,87,16.1,15.8,15.4,,16.8,12:40,10,4.2,13.3,00:10,0.0,1004.0,10,1000.9,05,97.0,100.0,,94.0,00:00
2025-04-12,5000C,CEUTA,CEUTA,87,16.8,7.2,15.5,22:10,18.1,13:50,10,1.9,6.4,05:30,1.1,1003.7,11,1000.9,18,96.0,100.0,,89.0,16:00
2025-04-13,5000C,CEUTA,CEUTA,87,17.6,0.0,14.3,04:40,20.9,14:40,26,1.7,9.2,16:20,5.3,1002.5,22,999.4,04,80.0,99.0,,63.0,16:30
2025-04-14,5000C,CEUTA,CEUTA,87,17.9,14.2,15.4,21:20,20.4,11:40,22,3.1,10.8,00:20,4.4,1003.4,10,1000.8,24,74.0,88.0,15:00,63.0,11:40
2025-04-15,5000C,CEUTA,CEUTA,87,14.0,5.0,10.8,20:20,17.2,13:30,28,3.6,15.3,19:50,6.7,1007.2,24,999.3,03,74.0,93.0,03:40,54.0,15:10
2025-04-16,5000C,CEUTA,CEUTA,87,14.6,0.4,11.1,05:10,18.0,13:40,25,3.1,12.2,13:20,11.5,1012.1,22,1007.2,,62.0,78.0,23:40,47.0,14:30
2025-04-17,5000C,CEUTA,CEUTA,87,17.9,0.0,14.4,05:40,21.4,13:10,28,1.9,10.0,17:10,9.5,1011.2,00,1008.0,24,77.0,93.0,06:50,62.0,21:10
2025-04-18,5000C,CEUTA,CEUTA,87,18.0,2.2,14.0,05:30,22.1,14:50,34,2.2,9.2,18:40,11.1,1008.0,00,1003.4,16,70.0,83.0,06:30,57.0,16:40
2025-04-19,5000C,CEUTA,CEUTA,87,15.4,6.8,12.6,22:50,18.3,13:20,30,3.1,13.3,08:30,7.8,1006.5,22,1002.9,03,62.0,93.0,08:40,46.0,13:00
2025-04-20,5000C,CEUTA,CEUTA,87,14.7,0.2,11.6,05:40,17.8,15:00,28,3.1,13.6,23:30,5.1,1009.1,22,1004.8,04,69.0,86.0,05:10,61.0,07:50
2025-04-21,5000C,CEUTA,CEUTA,87,17.6,0.0,13.8,23:59,21.3,14:20,23,1.7,11.4,00:20,11.2,1009.3,09,1007.0,03,61.0,79.0,01:30,51.0,14:30
2025-04-22,5000C,CEUTA,CEUTA,87,17.8,0.0,13.5,00:40,22.1,12:20,34,2.5,9.7,08:50,11.8,1010.1,22,1007.2,03,64.0,85.0,04:10,54.0,22:40
2025-04-23,5000C,CEUTA,CEUTA,87,17.0,0.0,13.9,05:30,20.1,11:00,12,3.6,8.6,12:30,10.6,1011.0,,1008.6,04,84.0,96.0,23:30,59.0,00:00
2025-04-24,5000C,CEUTA,CEUTA,87,17.2,0.0,15.1,02:20,19.4,12:00,13,3.3,7.8,11:00,9.3,1009.7,00,1005.9,18,88.0,97.0,00:20,78.0,12:00
2025-04-25,5000C,CEUTA,CEUTA,87,19.4,0.0,15.1,05:30,23.8,15:40,28,1.9,11.4,21:10,11.1,1007.3,10,1005.1,17,67.0,98.0,03:30,43.0,11:00
2025-04-26,5000C,CEUTA,CEUTA,87,19.6,0.0,16.8,04:00,22.4,13:50,25,4.2,13.3,09:30,11.3,1008.4,11,1005.7,18,65.0,83.0,04:20,47.0,15:40
2025-04-27,5000C,CEUTA,CEUTA,87,18.1,0.0,15.8,05:50,20.4,00:00,32,4.2,9.2,00:10,1.7,1009.3,,1006.0,03,86.0,95.0,08:10,51.0,00:30
2025-04-28,5000C,CEUTA,CEUTA,87,18.2,0.0,16.2,05:00,20.1,14:20,09,6.4,13.9,13:20,8.1,1009.1,00,1006.0,18,80.0,93.0,00:10,73.0,12:20
2025-04-29,5000C,CEUTA,CEUTA,87,17.1,1.2,16.5,01:10,17.7,14:00,12,5.3,13.1,07:20,0.0,1006.7,00,1002.8,18,86.0,90.0,,83.0,
2025-04-30,5000C,CEUTA,CEUTA,87,16.6,9.8,14.4,21:20,18.8,15:20,08,2.5,9.4,03:20,1.6,1005.2,,1002.1,04,91.0,100.0,08:50,81.0,16:40
2025-05-01,5000C,CEUTA,CEUTA,87,17.8,18.6,14.7,00:10,20.8,12:40,09,2.8,7.8,11:00,3.1,1004.7,00,1000.3,22,89.0,100.0,,75.0,12:10
2025-05-02,5000C,CEUTA,CEUTA,87,19.6,0.0,14.6,05:50,24.7,13:30,29,2.2,11.4,11:40,11.3,1006.8,,1000.6,02,66.0,100.0,,51.0,11:30
2025-05-03,5000C,CEUTA,CEUTA,87,18.8,0.0,14.7,02:20,22.8,12:10,32,2.5,9.4,17:50,6.4,1007.4,22,1005.7,05,72.0,89.0,01:30,53.0,12:10
2025-05-04,5000C,CEUTA,CEUTA,87,18.2,2.6,15.8,23:30,20.7,14:10,24,2.8,11.4,15:00,9.3,1007.1,11,1005.6,,71.0,90.0,10:50,51.0,15:00
2025-05-05,5000C,CEUTA,CEUTA,87,18.0,0.2,15.2,05:40,20.9,13:50,26,3.3,11.1,16:10,9.6,1006.3,10,1004.3,16,71.0,88.0,04:50,56.0,13:40
2025-05-06,5000C,CEUTA,CEUTA,87,19.3,0.0,15.5,05:30,23.1,13:20,30,2.2,10.0,14:20,11.3,1005.3,00,1001.9,,66.0,84.0,05:10,58.0,16:50
2025-05-07,5000C,CEUTA,CEUTA,87,17.8,0.0,14.4,23:50,21.3,13:00,28,1.7,6.4,04:20,9.4,1003.6,11,1001.1,04,69.0,85.0,23:40,63.0,15:20
2025-05-08,5000C,CEUTA,CEUTA,87,18.0,0.0,13.9,02:20,22.0,11:20,32,2.2,8.6,14:10,8.3,1004.0,12,1001.5,03,70.0,89.0,03:50,56.0,11:20
2025-05-09,5000C,CEUTA,CEUTA,87,17.8,0.0,14.9,01:00,20.8,08:20,34,1.9,5.0,12:50,6.5,1003.0,00,1000.7,17,74.0,89.0,,63.0,18:20
2025-05-10,5000C,CEUTA,CEUTA,87,19.2,0.0,15.4,04:20,23.1,11:50,30,2.8,12.5,14:50,11.8,1005.0,22,1000.7,02,63.0,86.0,,49.0,15:00
2025-05-11,5000C,CEUTA,CEUTA,87,18.2,0.0,15.1,,21.4,14:30,29,2.8,12.2,17:00,8.8,1007.0,22,1003.3,02,62.0,84.0,00:30,46.0,14:40
2025-05-12,5000C,CEUTA,CEUTA,87,19.4,0.0,15.8,05:30,23.0,11:50,29,3.6,10.0,01:20,12.3,1007.2,10,1003.7,19,56.0,81.0,04:50,44.0,10:50
2025-05-13,5000C,CEUTA,CEUTA,87,18.8,0.0,15.1,02:30,22.5,13:20,29,3.6,12.8,21:30,8.9,1004.3,00,1002.2,,59.0,75.0,,46.0,16:40
2025-05-14,5000C,CEUTA,CEUTA,87,18.8,0.0,16.7,,20.8,14:40,28,4.2,15.0,15:10,11.1,1007.9,23,1002.1,02,57.0,80.0,03:30,44.0,17:40
2025-05-15,5000C,CEUTA,CEUTA,87,17.8,0.0,15.2,04:40,20.5,15:20,24,3.1,11.1,12:10,12.2,1008.8,10,1006.6,18,58.0,79.0,00:10,45.0,12:00
2025-05-16,5000C,CEUTA,CEUTA,87,20.4,0.0,15.8,05:40,25.1,15:50,30,1.9,6.1,00:20,12.4,1007.2,00,1004.4,18,68.0,80.0,17:50,35.0,15:50
2025-05-17,5000C,CEUTA,CEUTA,87,19.8,0.0,16.1,04:30,23.4,13:00,10,2.5,7.2,,11.0,1004.9,00,1003.2,18,72.0,97.0,05:50,49.0,13:00
2025-05-18,5000C,CEUTA,CEUTA,87,20.6,0.0,16.8,02:40,24.4,15:10,32,3.1,7.8,14:40,10.8,1007.3,22,1003.4,03,77.0,95.0,06:00,49.0,15:40
2025-05-19,5000C,CEUTA,CEUTA,87,20.6,0.0,16.6,05:30,24.7,16:10,30,2.8,11.7,02:30,12.0,1008.7,11,1005.7,17,53.0,78.0,02:10,41.0,15:50
2025-05-20,5000C,CEUTA,CEUTA,87,22.8,0.0,18.4,23:40,27.3,15:40,31,1.7,8.1,00:30,12.5,1009.5,22,1007.3,02,40.0,79.0,23:59,30.0,13:20
2025-05-21,5000C,CEUTA,CEUTA,87,19.6,0.0,16.0,05:20,23.1,14:10,14,2.8,5.0,11:30,11.2,1009.2,11,1005.8,24,73.0,99.0,05:30,42.0,23:59
2025-05-22,5000C,CEUTA,CEUTA,87,23.4,0.0,17.6,02:20,29.2,16:00,29,2.8,10.8,18:40,12.4,1005.8,00,1001.8,18,38.0,60.0,09:20,33.0,12:50
2025-05-23,5000C,CEUTA,CEUTA,87,21.6,0.0,18.3,,24.9,00:10,99,3.1,15.6,,1.7,1009.6,23,1001.4,01,89.0,94.0,05:40,44.0,00:00
2025-05-24,5000C,CEUTA,CEUTA,87,20.2,0.0,17.8,02:30,22.7,11:30,06,4.2,9.4,12:20,9.1,1011.1,11,1008.4,03,79.0,94.0,02:50,69.0,13:00
2025-05-25,5000C,CEUTA,CEUTA,87,20.6,0.0,17.0,,24.1,16:00,15,2.8,5.8,10:00,11.9,1010.5,,1008.2,18,62.0,99.0,05:20,36.0,16:00
2025-05-26,5000C,CEUTA,CEUTA,87,21.0,0.0,16.8,05:10,25.1,12:20,16,2.2,6.1,16:00,12.5,1009.9,22,1007.8,18,56.0,96.0,03:00,31.0,09:50
2025-05-27,5000C,CEUTA,CEUTA,87,21.2,0.0,17.4,02:30,25.0,13:20,08,3.1,5.8,11:10,12.5,1012.0,22,1008.3,04,72.0,98.0,02:40,51.0,07:40
2025-05-28,5000C,CEUTA,CEUTA,87,21.3,0.0,19.4,03:30,23.2,09:30,99,3.1,7.2,,10.5,1013.6,10,1011.1,04,84.0,97.0,00:30,74.0,11:00
2025-05-29,5000C,CEUTA,CEUTA,87,22.0,0.0,19.4,04:40,24.7,15:30,99,2.2,6.4,,10.6,1012.3,00,1009.2,18,79.0,96.0,22:20,65.0,14:50
2025-05-30,5000C,CEUTA,CEUTA,87,22.8,0.0,19.7,01:30,25.9,13:40,08,2.2,6.1,12:10,11.5,1010.4,00,1008.5,18,71.0,95.0,01:40,53.0,16:40
2025-05-31,5000C,CEUTA,CEUTA,87,23.4,0.0,20.0,02:30,26.8,13:40,18,2.2,5.6,14:10,11.8,1010.7,11,1008.1,18,67.0,94.0,06:10,54.0,18:20
2025-06-01,5000C,CEUTA,CEUTA,87,22.6,0.0,18.8,23:10,26.5,14:00,16,2.2,5.8,08:30,11.9,1008.4,00,1004.2,20,80.0,96.0,05:20,56.0,14:30
2025-06-02,5000C,CEUTA,CEUTA,87,22.4,0.0,18.0,05:00,26.8,13:20,31,2.8,10.6,12:50,12.0,1006.1,11,1004.1,02,64.0,92.0,04:20,52.0,
2025-06-03,5000C,CEUTA,CEUTA,87,20.5,0.0,17.6,21:20,23.4,12:00,22,3.3,14.2,14:30,5.8,1007.5,,1004.9,00,61.0,79.0,01:30,51.0,12:10
2025-06-04,5000C,CEUTA,CEUTA,87,20.7,0.0,17.4,01:10,24.0,13:30,30,2.8,13.6,15:40,11.6,1007.7,11,1004.9,18,55.0,76.0,05:10,41.0,17:30
2025-06-05,5000C,CEUTA,CEUTA,87,24.6,0.0,18.7,05:20,30.6,14:00,13,1.1,5.8,15:30,12.3,1006.8,11,1004.8,,61.0,81.0,21:30,37.0,12:20
2025-06-06,5000C,CEUTA,CEUTA,87,22.6,0.0,19.0,03:50,26.2,13:10,16,2.2,6.1,16:00,12.5,1007.5,,1004.8,03,58.0,84.0,08:50,49.0,14:10
2025-06-07,5000C,CEUTA,CEUTA,87,22.4,0.0,18.6,05:20,26.2,16:30,99,2.5,6.1,,9.9,1006.6,08,1003.8,17,74.0,100.0,07:10,48.0,17:30
2025-06-08,5000C,CEUTA,CEUTA,87,24.6,0.0,19.8,05:00,29.3,14:10,19,1.9,6.1,01:30,11.5,1008.4,,1004.5,03,69.0,95.0,23:10,21.0,14:10
2025-06-09,5000C,CEUTA,CEUTA,87,23.4,0.0,21.3,,25.6,12:20,08,3.3,8.3,23:59,3.9,1009.7,23,1006.7,04,87.0,96.0,,77.0,12:20
2025-06-10,5000C,CEUTA,CEUTA,87,22.6,0.6,19.3,06:10,26.0,11:30,06,2.8,9.2,11:50,4.6,1010.6,07,1005.8,21,85.0,100.0,06:40,72.0,
2025-06-11,5000C,CEUTA,CEUTA,87,23.3,0.0,19.2,23:00,27.4,13:30,31,1.7,9.7,00:10,11.5,1007.3,01,1003.1,17,61.0,92.0,00:00,49.0,13:30
2025-06-12,5000C,CEUTA,CEUTA,87,23.2,0.0,17.0,05:10,29.4,13:00,32,1.4,6.7,00:10,12.3,1004.8,11,1002.6,17,51.0,85.0,05:20,38.0,
2025-06-13,5000C,CEUTA,CEUTA,87,25.1,0.0,20.3,03:30,29.9,13:10,12,1.9,5.3,05:30,12.0,1007.6,23,1003.5,04,58.0,76.0,21:20,43.0,13:30
2025-06-14,5000C,CEUTA,CEUTA,87,23.6,0.0,19.9,03:50,27.2,11:20,17,1.9,5.0,14:20,11.1,1007.4,23,1005.6,05,64.0,83.0,21:50,56.0,10:50
2025-06-15,5000C,CEUTA,CEUTA,87,24.1,0.0,20.6,03:00,27.6,11:40,17,2.8,6.4,14:20,12.0,1009.2,24,1005.8,17,71.0,90.0,23:50,58.0,10:00
2025-06-16,5000C,CEUTA,CEUTA,87,24.8,0.0,21.7,03:20,27.8,14:00,10,3.6,7.8,12:50,9.1,1011.0,23,1007.4,04,84.0,97.0,05:40,71.0,13:40
2025-06-17,5000C,CEUTA,CEUTA,87,24.7,0.0,22.1,00:00,27.3,15:00,14,3.1,5.8,09:10,9.7,1010.7,10,1007.8,17,86.0,95.0,,69.0,
2025-06-18,5000C,CEUTA,CEUTA,87,24.6,0.0,20.7,02:30,28.5,14:10,18,2.5,5.8,17:40,10.8,1010.6,11,1008.3,18,78.0,99.0,23:20,53.0,14:30
2025-06-19,5000C,CEUTA,CEUTA,87,24.4,0.0,21.2,06:40,27.6,14:30,16,1.9,5.8,13:00,9.9,1010.5,02,1006.7,17,89.0,100.0,,65.0,13:50
2025-06-20,5000C,CEUTA,CEUTA,87,24.9,0.0,22.1,00:00,27.7,11:50,08,2.8,7.2,11:40,9.7,1010.0,,1007.5,24,85.0,100.0,00:10,71.0,12:00
2025-06-21,5000C,CEUTA,CEUTA,87,24.8,0.0,21.9,22:50,27.6,15:00,12,2.2,5.0,01:20,11.9,1008.3,11,1005.3,,78.0,100.0,23:00,72.0,13:30
2025-06-22,5000C,CEUTA,CEUTA,87,24.2,0.0,20.8,04:10,27.7,15:30,10,1.9,6.4,15:40,12.0,1008.2,09,1005.5,18,80.0,97.0,00:00,71.0,09:10
2025-06-23,5000C,CEUTA,CEUTA,87,25.0,1.0,22.0,23:30,28.0,15:30,31,1.7,6.9,20:20,8.9,1007.8,23,1005.6,16,82.0,96.0,05:30,71.0,16:10
2025-06-24,5000C,CEUTA,CEUTA,87,24.3,0.0,20.4,,28.2,13:50,29,1.9,14.2,23:59,9.7,1007.2,00,1004.0,17,67.0,93.0,00:30,56.0,13:50
2025-06-25,5000C,CEUTA,CEUTA,87,24.4,0.0,18.7,05:20,30.1,13:30,31,2.5,15.3,01:20,12.3,1007.8,10,1004.6,01,48.0,80.0,03:20,38.0,13:00
2025-06-26,5000C,CEUTA,CEUTA,87,27.2,0.0,22.1,23:10,32.4,12:40,31,2.5,15.8,00:30,12.5,1010.0,23,1005.2,02,44.0,76.0,22:30,30.0,11:50
2025-06-27,5000C,CEUTA,CEUTA,87,24.6,0.0,21.9,04:40,27.3,15:00,99,2.8,6.4,,7.4,1013.1,11,1009.6,02,85.0,96.0,,65.0,00:30
2025-06-28,5000C,CEUTA,CEUTA,87,25.0,0.0,21.9,04:40,28.0,13:20,10,3.3,6.9,13:40,9.6,1013.0,,1010.7,18,88.0,100.0,,70.0,11:10
2025-06-29,5000C,CEUTA,CEUTA,87,24.7,0.0,22.1,00:00,27.3,14:20,99,2.8,6.1,,10.3,1011.3,00,1007.2,,79.0,100.0,00:30,64.0,17:40
2025-06-30,5000C,CEUTA,CEUTA,87,25.0,0.0,22.1,03:40,27.9,16:00,17,2.8,6.7,,12.0,1007.4,00,1004.2,20,81.0,96.0,01:30,61.0,20:30
2025-07-01,5000C,CEUTA,CEUTA,87,25.2,0.0,22.0,00:40,28.3,12:30,14,2.8,6.1,13:20,11.8,1005.5,10,1002.9,18,82.0,97.0,05:20,74.0,15:50
2025-07-02,5000C,CEUTA,CEUTA,87,25.6,0.0,23.5,05:00,27.6,14:40,15,3.3,6.1,01:10,10.0,1005.9,,1004.2,01,87.0,98.0,23:40,77.0,10:20
2025-07-03,5000C,CEUTA,CEUTA,87,25.9,0.0,23.4,06:10,28.4,13:50,10,3.3,8.1,12:00,8.2,1009.4,24,1005.5,01,87.0,100.0,06:30,77.0,11:50
2025-07-04,5000C,CEUTA,CEUTA,87,26.5,0.0,23.4,02:50,29.6,13:20,08,3.3,7.8,08:40,6.2,1010.7,11,1008.4,18,82.0,99.0,06:00,67.0,13:20
2025-07-05,5000C,CEUTA,CEUTA,87,25.8,0.0,22.4,23:59,29.2,12:20,07,1.9,8.9,10:10,9.9,1008.9,00,1005.0,,75.0,97.0,00:00,63.0,12:20
2025-07-06,5000C,CEUTA,CEUTA,87,25.2,0.0,21.5,03:30,28.8,13:20,04,1.7,5.0,12:30,7.9,1006.1,00,1001.6,19,77.0,94.0,03:30,66.0,16:30
2025-07-07,5000C,CEUTA,CEUTA,87,27.0,0.0,21.6,03:00,32.5,12:30,16,1.9,4.7,14:30,12.4,1003.0,00,999.2,17,68.0,98.0,03:40,52.0,12:30
2025-07-08,5000C,CEUTA,CEUTA,87,25.4,0.0,22.1,05:20,28.7,11:30,13,2.2,6.1,12:40,12.3,1005.8,24,1000.5,02,70.0,92.0,23:59,64.0,10:30
2025-07-09,5000C,CEUTA,CEUTA,87,26.0,0.0,22.6,00:00,29.4,12:10,11,3.3,7.5,10:40,9.1,1008.6,22,1004.9,03,84.0,97.0,,76.0,
2025-07-10,5000C,CEUTA,CEUTA,87,25.6,0.0,21.5,23:10,29.8,13:20,20,1.7,12.5,23:40,8.5,1008.3,11,1005.5,18,68.0,99.0,,53.0,17:10
2025-07-11,5000C,CEUTA,CEUTA,87,23.3,0.0,20.5,21:30,26.1,12:40,30,3.9,14.2,02:00,12.2,1007.0,00,1003.2,18,61.0,78.0,23:40,52.0,13:20
2025-07-12,5000C,CEUTA,CEUTA,87,23.4,0.0,20.0,05:40,26.7,13:00,31,1.9,10.3,13:20,6.2,1005.6,11,1003.0,19,72.0,88.0,,51.0,15:50
2025-07-13,5000C,CEUTA,CEUTA,87,26.0,0.0,20.4,04:50,31.5,12:20,25,1.9,10.6,02:50,12.4,1005.8,24,1002.6,18,54.0,80.0,,35.0,12:10
2025-07-14,5000C,CEUTA,CEUTA,87,25.1,0.0,21.3,23:50,28.9,13:50,18,2.2,5.3,16:30,11.9,1009.8,22,1005.0,03,66.0,91.0,03:00,48.0,15:10
2025-07-15,5000C,CEUTA,CEUTA,87,24.1,0.0,20.8,04:40,27.4,13:10,99,2.2,6.1,,11.2,1009.8,,1007.2,18,83.0,96.0,04:50,72.0,08:20
2025-07-16,5000C,CEUTA,CEUTA,87,26.1,0.0,23.5,01:10,28.7,13:20,09,2.8,6.4,10:00,9.5,1010.3,10,1007.2,18,78.0,95.0,22:30,67.0,13:20
2025-07-17,5000C,CEUTA,CEUTA,87,26.3,0.0,23.2,05:20,29.4,15:50,12,2.5,5.6,09:30,12.1,1008.0,00,1003.5,19,77.0,91.0,00:40,33.0,22:00
2025-07-18,5000C,CEUTA,CEUTA,87,28.6,0.0,24.1,21:10,33.1,12:00,32,2.8,10.0,17:20,11.9,1004.2,24,1001.8,18,36.0,57.0,23:50,18.0,18:50
2025-07-19,5000C,CEUTA,CEUTA,87,26.2,0.0,22.2,05:20,30.2,15:00,27,3.1,11.1,21:20,12.3,1004.5,10,1001.0,,45.0,77.0,04:30,27.0,18:00
2025-07-20,5000C,CEUTA,CEUTA,87,27.4,0.0,23.3,22:30,31.5,13:40,30,3.1,13.6,23:30,12.2,1002.2,,999.8,17,45.0,73.0,22:20,30.0,13:20
2025-07-21,5000C,CEUTA,CEUTA,87,27.4,0.0,21.7,04:50,33.1,16:00,32,1.9,14.2,00:50,12.1,1003.4,11,1000.2,01,41.0,74.0,04:40,19.0,15:00
2025-07-22,5000C,CEUTA,CEUTA,87,26.4,0.0,21.3,23:10,31.4,13:20,16,1.9,5.3,15:00,11.9,1006.2,10,1002.7,03,45.0,87.0,23:30,29.0,13:10
2025-07-23,5000C,CEUTA,CEUTA,87,27.2,0.0,20.1,03:10,34.3,14:20,28,1.4,8.9,20:10,11.2,1005.7,00,999.9,19,46.0,86.0,00:20,25.0,20:20
2025-07-24,5000C,CEUTA,CEUTA,87,26.4,0.2,21.1,21:40,31.6,13:40,33,3.3,8.6,13:50,11.2,1001.0,24,998.2,17,56.0,97.0,21:50,33.0,09:40
2025-07-25,5000C,CEUTA,CEUTA,87,24.2,0.0,21.2,02:10,27.1,11:30,08,5.0,12.2,13:40,2.3,1006.2,23,1000.6,,89.0,99.0,,76.0,11:30
2025-07-26,5000C,CEUTA,CEUTA,87,25.2,0.0,22.7,01:30,27.6,13:00,08,4.2,10.0,11:00,8.4,1009.0,22,1005.7,03,84.0,99.0,23:50,72.0,13:00
2025-07-27,5000C,CEUTA,CEUTA,87,24.4,0.0,22.0,05:10,26.8,13:40,16,3.3,5.3,07:50,12.0,1009.5,10,1005.5,19,80.0,99.0,00:00,61.0,23:59
2025-07-28,5000C,CEUTA,CEUTA,87,30.4,0.0,22.9,03:10,37.9,14:20,25,2.2,9.7,16:20,12.0,1005.6,00,1001.3,18,29.0,87.0,02:10,16.0,15:40
2025-07-29,5000C,CEUTA,CEUTA,87,25.2,0.0,21.8,01:40,28.5,14:10,34,3.9,14.2,01:40,6.4,1006.9,10,1003.5,00,88.0,98.0,,48.0,00:10
2025-07-30,5000C,CEUTA,CEUTA,87,25.3,0.0,22.8,02:00,27.8,14:40,99,3.9,8.9,,7.2,1007.5,11,1005.7,18,87.0,98.0,00:30,75.0,13:30
2025-07-31,5000C,CEUTA,CEUTA,87,25.2,0.0,22.8,02:00,27.7,13:50,09,3.6,8.6,15:00,10.2,1007.8,10,1005.2,18,85.0,98.0,05:50,74.0,13:50
2025-08-01,5000C,CEUTA,CEUTA,87,25.0,0.0,22.6,04:50,27.5,13:00,08,3.1,6.7,13:30,10.5,1005.7,00,1002.7,17,84.0,98.0,06:00,73.0,13:00
2025-08-02,5000C,CEUTA,CEUTA,87,25.2,0.0,22.7,04:20,27.7,13:00,09,3.3,8.1,13:30,9.8,1004.4,00,1002.0,17,84.0,99.0,05:00,70.0,12:30
2025-08-03,5000C,CEUTA,CEUTA,87,25.5,0.0,22.7,,28.3,12:50,11,3.3,7.2,10:20,8.9,1008.6,24,1002.7,02,85.0,99.0,,72.0,12:50
2025-08-04,5000C,CEUTA,CEUTA,87,26.0,0.0,23.6,,28.5,14:30,08,3.3,7.5,14:00,9.8,1010.5,11,1008.4,03,86.0,99.0,05:20,71.0,14:00
2025-08-05,5000C,CEUTA,CEUTA,87,25.2,0.0,23.1,,27.3,11:40,16,2.2,5.8,17:00,10.6,1010.0,00,1007.6,18,85.0,99.0,04:30,72.0,11:40
2025-08-06,5000C,CEUTA,CEUTA,87,25.2,0.0,22.8,06:00,27.6,14:40,20,2.8,6.1,17:20,9.5,1009.3,10,1005.8,19,88.0,98.0,23:50,76.0,14:20
2025-08-07,5000C,CEUTA,CEUTA,87,25.9,0.0,22.9,04:40,28.9,14:30,11,2.5,8.3,22:40,10.4,1007.9,22,1005.0,18,87.0,100.0,03:50,71.0,12:10
2025-08-08,5000C,CEUTA,CEUTA,87,25.2,0.0,22.1,05:10,28.4,15:20,30,1.7,6.4,05:20,10.9,1008.6,11,1005.3,04,81.0,96.0,,70.0,12:50
2025-08-09,5000C,CEUTA,CEUTA,87,26.6,0.0,23.9,05:00,29.3,15:30,11,2.8,7.2,15:50,9.9,1009.3,21,1006.5,04,85.0,97.0,,66.0,14:50
2025-08-10,5000C,CEUTA,CEUTA,87,26.0,0.0,23.2,,28.7,12:50,17,3.3,7.2,15:40,11.0,1010.9,11,1008.0,18,85.0,100.0,,72.0,12:50
2025-08-11,5000C,CEUTA,CEUTA,87,25.6,0.0,23.3,06:40,27.9,12:30,18,2.8,6.4,15:30,9.9,1009.2,00,1005.4,18,87.0,99.0,04:30,77.0,12:30
2025-08-12,5000C,CEUTA,CEUTA,87,25.6,0.0,21.9,07:00,29.4,13:40,99,3.1,6.7,,7.2,1005.8,00,1002.3,18,86.0,100.0,05:30,68.0,19:10
2025-08-13,5000C,CEUTA,CEUTA,87,26.2,0.0,23.0,01:40,29.5,14:00,09,3.3,7.2,09:40,11.3,1005.4,11,1002.9,01,80.0,97.0,23:30,68.0,13:50
2025-08-14,5000C,CEUTA,CEUTA,87,26.1,0.0,23.0,06:00,29.2,12:50,07,2.5,6.7,07:40,11.3,1007.5,,1004.5,02,83.0,100.0,,71.0,
2025-08-15,5000C,CEUTA,CEUTA,87,26.3,0.0,23.9,23:40,28.7,14:40,18,3.1,6.4,15:00,9.9,1009.7,24,1006.8,,81.0,99.0,,73.0,11:50
2025-08-16,5000C,CEUTA,CEUTA,87,25.4,0.0,22.9,23:59,27.9,14:30,18,2.2,5.6,09:10,8.7,1009.6,11,1006.4,19,88.0,100.0,,80.0,11:50
2025-08-17,5000C,CEUTA,CEUTA,87,27.2,0.0,21.2,03:30,33.2,14:30,20,3.1,5.3,06:00,10.8,1006.6,,1003.3,18,57.0,99.0,,31.0,09:40
2025-08-18,5000C,CEUTA,CEUTA,87,32.2,0.0,24.2,00:20,40.2,13:30,33,1.9,7.8,12:40,10.7,1003.8,10,1001.3,16,31.0,57.0,00:10,18.0,13:20
2025-08-19,5000C,CEUTA,CEUTA,87,26.8,0.0,23.7,19:40,30.0,12:30,19,3.3,12.8,11:20,10.9,1004.6,10,1002.2,04,55.0,67.0,06:50,34.0,23:00
2025-08-20,5000C,CEUTA,CEUTA,87,24.9,0.0,21.9,05:50,27.9,13:20,22,3.6,11.7,09:40,11.4,1004.6,10,1002.2,19,60.0,78.0,05:50,42.0,00:00
2025-08-21,5000C,CEUTA,CEUTA,87,26.8,0.0,21.8,23:59,31.7,14:40,30,2.2,12.8,00:10,11.3,1004.0,10,1001.5,03,48.0,69.0,06:00,30.0,16:00
2025-08-22,5000C,CEUTA,CEUTA,87,24.6,0.0,20.6,02:50,28.5,15:20,02,1.9,6.7,,11.3,1005.0,10,1003.0,04,70.0,89.0,20:40,43.0,04:10
