commune,city_label,wikidata_id,type_label,continent,contientLabel,pays,paysLabel,communauteAutonome,province_label,coordonnees,latitude,longitude,elevation,pointCulminant,pointCulminantLabel,superficie,population
http://www.wikidata.org/entity/Q322064,Abla,Q322064,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.777222222 37.142222222),37.142222222,-2.777222222,861,,,45.24,1268
http://www.wikidata.org/entity/Q1110408,Abrucena,Q1110408,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.783333333 37.133333333),37.133333333,-2.783333333,978,,,83,1241
http://www.wikidata.org/entity/Q49562,Adra,Q49562,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-3.016666666 36.75),36.75,-3.016666666,20,,,90.05,25501
http://www.wikidata.org/entity/Q1358190,Albanchez,Q1358190,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.1813585 37.2868617),37.2868617,-2.1813585,465,,,35,688
http://www.wikidata.org/entity/Q1444150,Alboloduy,Q1444150,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.62164 37.03346),37.03346,-2.62164,377,,,70,579
http://www.wikidata.org/entity/Q1404671,Albox,Q1404671,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.133333333 37.383333333),37.383333333,-2.133333333,420,,,168,12799
http://www.wikidata.org/entity/Q1444083,Alcolea,Q1444083,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.95 36.966666666),36.966666666,-2.95,736,,,67,829
http://www.wikidata.org/entity/Q596058,Alcudia de Monteagud,Q596058,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2671732 37.2360207),37.2360207,-2.2671732,1010,,,15,115
http://www.wikidata.org/entity/Q1370152,Alcóntar,Q1370152,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.597222222 37.336111111),37.336111111,-2.597222222,959,,,94,545
http://www.wikidata.org/entity/Q1444015,Alhabia,Q1444015,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.586758 36.9898102),36.9898102,-2.586758,295,,,16,743
http://www.wikidata.org/entity/Q583010,Alhama de Almería,Q583010,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.5667688 36.9574546),36.9574546,-2.5667688,520,,,26,3975
http://www.wikidata.org/entity/Q1358253,Alicún,Q1358253,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.601944444 36.966388888),36.966388888,-2.601944444,420,,,6,206
http://www.wikidata.org/entity/Q10400,Almería,Q10400,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.463888888 36.841666666),36.841666666,-2.463888888,20,,,296216940,205468
http://www.wikidata.org/entity/Q736985,Almócita,Q736985,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.7898885 37.0024944),37.0024944,-2.7898885,835,,,30,208
http://www.wikidata.org/entity/Q1444197,Alsodux,Q1444197,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.5940967 37.0026292),37.0026292,-2.5940967,310,,,20,126
http://www.wikidata.org/entity/Q1444119,Antas,Q1444119,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.9181629 37.2452206),37.2452206,-1.9181629,108,,,100,3472
http://www.wikidata.org/entity/Q1157985,Arboleas,Q1157985,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.0742569 37.3511387),37.3511387,-2.0742569,278,,,25.1,4215
http://www.wikidata.org/entity/Q1358156,Armuña de Almanzora,Q1358156,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.4151256 37.3501535),37.3501535,-2.4151256,624,,,8,371
http://www.wikidata.org/entity/Q1157977,Bacares,Q1157977,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.454722222 37.260555555),37.260555555,-2.454722222,1206,,,95,226
http://www.wikidata.org/entity/Q5717072,Balanegra,Q5717072,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.908333333 36.746666666),36.746666666,-2.908333333,,,,,3055
http://www.wikidata.org/entity/Q1358082,Bayarque,Q1358082,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.4359436 37.3306886),37.3306886,-2.4359436,817,,,27,215
http://www.wikidata.org/entity/Q1358116,Bayárcal,Q1358116,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.9953433 37.0301069),37.0301069,-2.9953433,1258,,,37,294
http://www.wikidata.org/entity/Q967096,Beires,Q967096,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.7909185 37.0120901),37.0120901,-2.7909185,909,,,39,140
http://www.wikidata.org/entity/Q1157968,Benahadux,Q1157968,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.460209 36.9251533),36.9251533,-2.460209,113,,,16.62,4901
http://www.wikidata.org/entity/Q1161460,Benitagla,Q1161460,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2388276 37.231801),37.231801,-2.2388276,950,,,7,63
http://www.wikidata.org/entity/Q1444189,Benizalón,Q1444189,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2419032 37.2121012),37.2121012,-2.2419032,936,,,32,242
http://www.wikidata.org/entity/Q1358058,Bentarique,Q1358058,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.6195624 36.9865695),36.9865695,-2.6195624,324,,,11,223
http://www.wikidata.org/entity/Q491929,Berja,Q491929,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.9470166 36.8451632),36.8451632,-2.9470166,335,,,218,13120
http://www.wikidata.org/entity/Q613454,Bédar,Q613454,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.9806488 37.1909576),37.1909576,-1.9806488,404,,,17.8,953
http://www.wikidata.org/entity/Q1157972,Canjáyar,Q1157972,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.7406217 37.0104452),37.0104452,-2.7406217,618,,,67,1139
http://www.wikidata.org/entity/Q1358268,Cantoria,Q1358268,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.1934809 37.3524561),37.3524561,-2.1934809,382,,,79,3592
http://www.wikidata.org/entity/Q1110337,Carboneras,Q1110337,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.8918946 37.0004633),37.0004633,-1.8918946,10,,,95.46,8458
http://www.wikidata.org/entity/Q1407470,Castro de Filabres,Q1407470,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.4399845 37.1850076),37.1850076,-2.4399845,960,,,29,101
http://www.wikidata.org/entity/Q1358286,Chercos,Q1358286,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.258213 37.2667517),37.2667517,-2.258213,805,,,14,301
http://www.wikidata.org/entity/Q1048769,Chirivel,Q1048769,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2679281 37.5959771),37.5959771,-2.2679281,1034,,,197,1619
http://www.wikidata.org/entity/Q1048762,Cuevas del Almanzora,Q1048762,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.879722222 37.296944444),37.296944444,-1.879722222,88,,,263.76,15526
http://www.wikidata.org/entity/Q1358142,Cóbdar,Q1358142,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2100178 37.2615745),37.2615745,-2.2100178,605,,,32,169
http://www.wikidata.org/entity/Q1110389,Dalías,Q1110389,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.87111055 36.82078429),36.82078429,-2.87111055,411,,,140,4196
http://www.wikidata.org/entity/Q493933,El Ejido,Q493933,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.816666666 36.783055555),36.783055555,-2.816666666,80,,,227,91440
http://www.wikidata.org/entity/Q947285,Enix,Q947285,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.6019386 36.8769467),36.8769467,-2.6019386,723,,,67,612
http://www.wikidata.org/entity/Q1358222,Felix,Q1358222,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.6576842 36.8686676),36.8686676,-2.6576842,815,,,81,771
http://www.wikidata.org/entity/Q668962,Fines,Q668962,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.262777777 37.358611111),37.358611111,-2.262777777,456,,,23,2404
http://www.wikidata.org/entity/Q1157964,Fiñana,Q1157964,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.8397107 37.1709721),37.1709721,-2.8397107,950,,,135,1956
http://www.wikidata.org/entity/Q1358351,Fondón,Q1358351,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.858333333 36.979166666),36.979166666,-2.858333333,846,,,92,1152
http://www.wikidata.org/entity/Q1407478,Garrucha,Q1407478,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.816666666 37.183055555),37.183055555,-1.816666666,24,,,8,10845
http://www.wikidata.org/entity/Q940842,Gádor,Q940842,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.491623 36.9530744),36.9530744,-2.491623,173,,,88,3130
http://www.wikidata.org/entity/Q1358171,Gérgal,Q1358171,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.5395634 37.118565),37.118565,-2.5395634,763,,,228,1211
http://www.wikidata.org/entity/Q695550,Huécija,Q695550,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.6091422 36.9677058),36.9677058,-2.6091422,410,,,19,526
http://www.wikidata.org/entity/Q1372614,Huércal Overa,Q1372614,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.9434961 37.3898957),37.3898957,-1.9434961,280,,,318,20860
http://www.wikidata.org/entity/Q5277,Huércal de Almería,Q5277,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.4407545 36.8823693),36.8823693,-2.4407545,94,,,21,18660
http://www.wikidata.org/entity/Q1358130,Instinción,Q1358130,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.6595977 36.9928976),36.9928976,-2.6595977,431,,,33,507
http://www.wikidata.org/entity/Q1407170,La Mojonera,Q1407170,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.6837945 36.7522747),36.7522747,-2.6837945,40,,,24,8793
http://www.wikidata.org/entity/Q1358100,Laroya,Q1358100,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.3319143 37.295916),37.295916,-2.3319143,860,,,21,197
http://www.wikidata.org/entity/Q1447770,Las Tres Villas,Q1447770,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.72162 37.15945),37.15945,-2.72162,688,,,85,547
http://www.wikidata.org/entity/Q695536,Laujar de Andarax,Q695536,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.8968337 36.9939943),36.9939943,-2.8968337,918,,,92,1674
http://www.wikidata.org/entity/Q1407152,Los Gallardos,Q1407152,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.9395126 37.1674188),37.1674188,-1.9395126,132,,,35,3110
http://www.wikidata.org/entity/Q629609,Lubrín,Q629609,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.0669673 37.216181),37.216181,-2.0669673,510,,,138,1434
http://www.wikidata.org/entity/Q1358027,Lucainena de las Torres,Q1358027,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.1996949 37.0409676),37.0409676,-2.1996949,542,,,123,722
http://www.wikidata.org/entity/Q1358320,Líjar,Q1358320,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2185033 37.2949008),37.2949008,-2.2185033,612,,,28,378
http://www.wikidata.org/entity/Q1358237,Lúcar,Q1358237,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.42415 37.40093),37.40093,-2.42415,895,,,95,829
http://www.wikidata.org/entity/Q1161455,Macael,Q1161455,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.3 37.333333333),37.333333333,-2.3,554,,,44,5436
http://www.wikidata.org/entity/Q1157981,María,Q1157981,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.15 37.7),37.7,-2.15,1194,,,225,1202
http://www.wikidata.org/entity/Q496968,Mojácar,Q496968,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.8506325 37.1405966),37.1405966,-1.8506325,152,,,72,7680
http://www.wikidata.org/entity/Q1632018,Nacimiento,Q1632018,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.6484274 37.1059248),37.1059248,-2.6484274,809,,,81,485
http://www.wikidata.org/entity/Q1110355,Níjar,Q1110355,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.206666666 36.965833333),36.965833333,-2.206666666,356,,,601,33319
http://www.wikidata.org/entity/Q1445206,Ohanes,Q1445206,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.7452567 37.0382667),37.0382667,-2.7452567,958,,,32,553
http://www.wikidata.org/entity/Q1445226,Olula de Castro,Q1445226,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.4750407 37.1751883),37.1751883,-2.4750407,1010,,,34,175
http://www.wikidata.org/entity/Q1358205,Olula del Río,Q1358205,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2965931 37.3552688),37.3552688,-2.2965931,482,,,23,6506
http://www.wikidata.org/entity/Q1444097,Oria,Q1444097,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.292294223 37.4839655),37.4839655,-2.292294223,1025,,,235,2219
http://www.wikidata.org/entity/Q1447755,Padules,Q1447755,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.7732375 36.9978333),36.9978333,-2.7732375,754,,,27,438
http://www.wikidata.org/entity/Q1451150,Partaloa,Q1451150,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2262739 37.4060229),37.4060229,-2.2262739,544,,,53,836
http://www.wikidata.org/entity/Q1447785,Paterna del Río,Q1447785,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.9526235 37.0216846),37.0216846,-2.9526235,1193,,,45,399
http://www.wikidata.org/entity/Q1447741,Pechina,Q1447741,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.4406975 36.9150936),36.9150936,-2.4406975,98,,,46,4552
http://www.wikidata.org/entity/Q1157960,Pulpí,Q1157960,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.7507642 37.401845),37.401845,-1.7507642,197,,,96,12214
http://www.wikidata.org/entity/Q1445232,Purchena,Q1445232,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.360555555 37.348055555),37.348055555,-2.360555555,555,,,54.5,1563
http://www.wikidata.org/entity/Q1444073,Rioja,Q1444073,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.4626985 36.9451184),36.9451184,-2.4626985,122,,,36,1609
http://www.wikidata.org/entity/Q499184,Roquetas de Mar,Q499184,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.614722222 36.781388888),36.781388888,-2.614722222,10,,,60,111240
http://www.wikidata.org/entity/Q1601826,Rágol,Q1601826,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.681227 36.9949542),36.9949542,-2.681227,425,,,27,297
http://www.wikidata.org/entity/Q1611733,Santa Cruz de Marchena,Q1611733,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.603611111 37.017222222),37.017222222,-2.603611111,325,,,20,236
http://www.wikidata.org/entity/Q1611790,Santa Fe de Mondújar,Q1611790,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.5307759 36.9738035),36.9738035,-2.5307759,233,,,35,503
http://www.wikidata.org/entity/Q1628441,Senés,Q1628441,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.3436595 37.2024903),37.2024903,-2.3436595,995,,,50,279
http://www.wikidata.org/entity/Q1606427,Serón,Q1606427,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.539527368 37.35197105),37.35197105,-2.539527368,822,,,167,2151
http://www.wikidata.org/entity/Q1628481,Sierro,Q1628481,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.3986429 37.3214457),37.3214457,-2.3986429,755,,,28,364
http://www.wikidata.org/entity/Q1628474,Somontín,Q1628474,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.3879682 37.3919504),37.3919504,-2.3879682,830,,,19,497
http://www.wikidata.org/entity/Q842658,Sorbas,Q842658,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.1239207 37.0981986),37.0981986,-2.1239207,409,,,249,2564
http://www.wikidata.org/entity/Q1605856,Suflí,Q1605856,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.3888744 37.3388282),37.3388282,-2.3888744,634,,,10,224
http://www.wikidata.org/entity/Q1444062,Tabernas,Q1444062,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.3913774 37.0498879),37.0498879,-2.3913774,404,,,281,3991
http://www.wikidata.org/entity/Q1611880,Taberno,Q1611880,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.0780695 37.4682059),37.4682059,-2.0780695,704,,,44,955
http://www.wikidata.org/entity/Q1611746,Tahal,Q1611746,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2854744 37.2279746),37.2279746,-2.2854744,1010,,,95,355
http://www.wikidata.org/entity/Q1611807,Terque,Q1611807,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.5985338 36.9842908),36.9842908,-2.5985338,300,,,16,393
http://www.wikidata.org/entity/Q1358302,Turre,Q1358302,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.8945374 37.1523701),37.1523701,-1.8945374,53,,,108,4361
http://www.wikidata.org/entity/Q1406739,Turrillas,Q1406739,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2633276 37.0300822),37.0300822,-2.2633276,847,,,39,256
http://www.wikidata.org/entity/Q284894,Tíjola,Q284894,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.436483502 37.34646397),37.34646397,-2.436483502,693,,,70,3573
http://www.wikidata.org/entity/Q1447729,Uleila del Campo,Q1447729,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.2035137 37.1852556),37.1852556,-2.2035137,640,,,39,815
http://www.wikidata.org/entity/Q1611758,Urrácal,Q1611758,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.3228526 37.3723183),37.3723183,-2.3228526,744,,,25,340
http://www.wikidata.org/entity/Q980597,Velefique,Q980597,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.4029018 37.1939294),37.1939294,-2.4029018,930,,,65,230
http://www.wikidata.org/entity/Q1157971,Vera,Q1157971,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-1.867777777 37.2475),37.2475,-1.867777777,95,,,58,20282
http://www.wikidata.org/entity/Q1444040,Viator,Q1444040,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.4251 36.88872),36.88872,-2.4251,95,,,21,6339
http://www.wikidata.org/entity/Q576710,Vélez-Blanco,Q576710,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.0952955 37.6925421),37.6925421,-2.0952955,1070,,,441,1928
http://www.wikidata.org/entity/Q1110343,Vélez-Rubio,Q1110343,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.0764057 37.6489587),37.6489587,-2.0764057,838,,,282,6685
http://www.wikidata.org/entity/Q1110397,Vícar,Q1110397,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.6430297 36.8316986),36.8316986,-2.6430297,288,,,64,29342
http://www.wikidata.org/entity/Q1110365,Zurgena,Q1110365,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.0393486 37.3421871),37.3421871,-2.0393486,248,,,72,3059
http://www.wikidata.org/entity/Q1157982,Íllar,Q1157982,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Almeria,Point(-2.6391402 36.9851023),36.9851023,-2.6391402,425,,,19,492
http://www.wikidata.org/entity/Q203042,Alcalá de los Gazules,Q203042,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.7238891 36.4618805),36.4618805,-5.7238891,165,,,479.59,5230
http://www.wikidata.org/entity/Q1379651,Alcalá del Valle,Q1379651,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.17261 36.905066),36.905066,-5.17261,628,,,46.89,4864
http://www.wikidata.org/entity/Q818936,Algar,Q818936,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.6573777 36.6556008),36.6556008,-5.6573777,212,,,27,1452
http://www.wikidata.org/entity/Q818386,Algodonales,Q818386,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.405555555 36.881111111),36.881111111,-5.405555555,370,,,135,5425
http://www.wikidata.org/entity/Q484552,Algésiras,Q484552,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.453888888 36.1275),36.1275,-5.453888888,20,,,86,126589
http://www.wikidata.org/entity/Q637863,Arcos de la Frontera,Q637863,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.8063128 36.7482937),36.7482937,-5.8063128,185,,,527.54,31267
http://www.wikidata.org/entity/Q13154,Barbate,Q13154,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.9200967 36.1899697),36.1899697,-5.9200967,14,,,143.36,22635
http://www.wikidata.org/entity/Q1632577,Benalup-Casas Viejas,Q1632577,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.809166666 36.342777777),36.342777777,-5.809166666,112,,,60.7,7236
http://www.wikidata.org/entity/Q741812,Benaocaz,Q741812,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.416666666 36.7),36.7,-5.416666666,793,,,69.39,742
http://www.wikidata.org/entity/Q1451570,Bornos,Q1451570,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.7434906 36.8212339),36.8212339,-5.7434906,182,,,54.31,7506
http://www.wikidata.org/entity/Q15682,Cadix,Q15682,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-6.2975 36.535),36.535,-6.2975,11,,,12100000,109950
http://www.wikidata.org/entity/Q1610266,Castellar de la Frontera,Q1610266,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.447571365 36.30679815),36.30679815,-5.447571365,47,,,178.84,2984
http://www.wikidata.org/entity/Q277302,Chiclana de la Frontera,Q277302,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-6.15 36.416666666),36.416666666,-6.15,11,,,205.45,90864
http://www.wikidata.org/entity/Q741749,Chipiona,Q741749,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-6.4347625 36.7357327),36.7357327,-6.4347625,4,,,32.92,20076
http://www.wikidata.org/entity/Q832984,Conil de la Frontera,Q832984,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-6.0877024 36.2755873),36.2755873,-6.0877024,41,,,88.51,24102
http://www.wikidata.org/entity/Q653914,El Bosque,Q653914,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.5067224 36.757294),36.757294,-5.5067224,298,,,30.75,2242
http://www.wikidata.org/entity/Q1444358,El Gastor,Q1444358,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.3218313 36.8548333),36.8548333,-5.3218313,520,,,27.55,1675
http://www.wikidata.org/entity/Q203040,El Puerto de Santa María,Q203040,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-6.2381494 36.601468),36.601468,-6.2381494,0,,,159,89983
http://www.wikidata.org/entity/Q1448444,Espera,Q1448444,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.8042881 36.8722134),36.8722134,-5.8042881,164,,,123.44,3755
http://www.wikidata.org/entity/Q832949,Grazalema,Q832949,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.369242222 36.758644444),36.758644444,-5.369242222,812,,,122.41,1977
http://www.wikidata.org/entity/Q12303,Jerez de la Frontera,Q12303,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-6.116666666 36.7),36.7,-6.116666666,58,,,1188230000,213634
http://www.wikidata.org/entity/Q916664,Jimena de la Frontera,Q916664,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.45 36.433333),36.433333,-5.45,99,,,345.66,6719
http://www.wikidata.org/entity/Q13148,La Línea de la Concepción,Q13148,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.348611111 36.161111111),36.161111111,-5.348611111,5,,,26.1,64499
http://www.wikidata.org/entity/Q925913,Los Barrios,Q925913,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.492809722 36.183430555),36.183430555,-5.492809722,23,,,331.33,24449
http://www.wikidata.org/entity/Q642200,Medina-Sidonia,Q642200,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.9272725 36.4576714),36.4576714,-5.9272725,337,,,493,11838
http://www.wikidata.org/entity/Q662224,Olvera,Q662224,city,,,http://www.wikidata.org/entity/Q29,Espagne,Andalousie,Cadix,Point(-5.2599069 36.9346499),36.9346499,-5.2599069,643,,,194,7842
